,Gene,AF16_Control,AF16_Treatment,HK104_Control,HK104_Treatment,log2foldchange_control,log2foldchange_treatment
12547,WBGene00036912,33,12,51,8,-0.6280312226130421,0.5849625007211562
12548,WBGene00036913,73,29,89,48,-0.2859088720863805,-0.7269815055935841
12549,WBGene00036914,37,17,24,23,0.6244908649077937,-0.43609911480667357
12550,WBGene00036915,66,34,69,30,-0.06413033741971558,0.18057224564182084
12551,WBGene00036916,547,396,495,289,0.1441123078255846,0.4544309375789307
12552,WBGene00036917,152,34,154,119,-0.018859027251315875,-1.8073549220576042
12553,WBGene00036918,3,1,2,2,0.5849625007211562,-1.0
12554,WBGene00036919,7,6,5,4,0.48542682717024166,0.5849625007211562
12555,WBGene00036920,1884,936,1763,873,0.09576649029260145,0.10052687595396444
12556,WBGene00036921,35,7,14,10,1.3219280948873624,-0.5145731728297583
12557,WBGene00036922,1,1,1,4,0.0,-2.0
12558,WBGene00036923,2,1,1,3,1.0,-1.5849625007211563
12559,WBGene00036925,12,9,15,3,-0.3219280948873623,1.584962500721156
12560,WBGene00036926,301,323,280,299,0.10433665981473553,0.11138868049581979
12561,WBGene00036927,26,15,6,11,2.1154772174199357,0.44745897697122117
12562,WBGene00036928,361,301,312,315,0.21045280802492278,-0.06558834162757671
12565,WBGene00036931,20,12,35,1,-0.8073549220576042,3.584962500721156
12566,WBGene00036932,399,548,405,483,-0.021533161549641324,0.18215270412475354
12567,WBGene00036933,324,321,535,545,-0.7235450784038845,-0.7636829325419856
12568,WBGene00036934,37,20,50,60,-0.4344028241457749,-1.5849625007211563
12569,WBGene00036935,445,381,378,380,0.2354191016326874,0.003791579162374045
12570,WBGene00036936,1,1,4,9,-2.0,-3.1699250014423126
12571,WBGene00036937,37,42,51,64,-0.46297197634254583,-0.6076825772212398
12576,WBGene00036943,16,13,31,5,-0.9541963103868752,1.3785116232537298
12577,WBGene00036944,8,6,5,11,0.6780719051126377,-0.8744691179161412
12578,WBGene00036945,114,13,131,18,-0.20053298737270858,-0.46948528330122025
12583,WBGene00036950,37,62,67,68,-0.8566358248288225,-0.13326653086346424
12584,WBGene00036951,10,10,7,1,0.5145731728297582,3.321928094887362
12585,WBGene00036952,146,123,144,84,0.019899557437704798,0.5501970825604795
12586,WBGene00036953,985,625,775,597,0.34592741418213874,0.06612525828464424
12587,WBGene00036954,106,69,103,52,0.04141992737998078,0.40808473863707684
12588,WBGene00036955,391,246,426,269,-0.12368482291848591,-0.12894785721738436
12589,WBGene00036956,2,1,6,1,-1.5849625007211563,0.0
12590,WBGene00036957,1662,774,2109,1159,-0.34363871302334703,-0.5824750948620615
12591,WBGene00036958,65,30,39,46,0.7369655941662062,-0.6166713604484944
12592,WBGene00036959,7,1,7,4,0.0,-2.0
12593,WBGene00036960,3,1,2,1,0.5849625007211562,0.0
12594,WBGene00036961,4,1,3,1,0.41503749927884376,0.0
12595,WBGene00036962,1,3,2,6,-1.0,-1.0
12596,WBGene00036963,3315,780,2940,758,0.17319271527622346,0.041276275578519095
12597,WBGene00036964,40,53,22,19,0.8624964762500651,1.4799929411196135
12598,WBGene00036965,80,21,40,15,1.0,0.48542682717024166
12599,WBGene00036967,100,39,83,45,0.26881675842780006,-0.20645087746742632
12600,WBGene00036968,123,110,209,167,-0.764844626741643,-0.6023445789493926
12601,WBGene00036969,7,3,6,6,0.22239242133644802,-1.0
12603,WBGene00036971,439,240,546,260,-0.3146800113844942,-0.1154772174199359
12604,WBGene00036972,289,449,262,461,0.14150268096322854,-0.038051305688191005
12605,WBGene00036973,1082,630,1133,607,-0.06644736199370041,0.053655312131596765
12606,WBGene00036975,439,117,175,34,1.3268660177030294,1.7829018783330652
12607,WBGene00036976,135,60,143,33,-0.08305573972755852,0.8624964762500651
12608,WBGene00036977,288,146,324,177,-0.16992500144231246,-0.2777809912029803
12610,WBGene00036980,1371,414,1244,406,0.14024208564862323,0.028151040314148973
12611,WBGene00036981,9,1,9,1,0.0,0.0
12612,WBGene00036982,6,1,4,4,0.5849625007211562,-2.0
12613,WBGene00036983,2171,618,2325,577,-0.09887099026761177,0.09903551925889217
12614,WBGene00036984,1,1,2,2,-1.0,-1.0
12616,WBGene00036986,14,1,4,3,1.8073549220576042,-1.5849625007211563
12617,WBGene00036987,131,82,106,85,0.30550254697425117,-0.05183893151961804
12618,WBGene00036988,259,195,218,169,0.24862396290962765,0.20645087746742624
12619,WBGene00036989,33,7,54,10,-0.710493382805015,-0.5145731728297583
12620,WBGene00036990,30,19,26,30,0.20645087746742624,-0.6589630821649332
12621,WBGene00036991,144,125,116,68,0.3119440063147403,0.8783214434117476
12622,WBGene00036992,29,7,37,3,-0.3514723705013777,1.222392421336448
12623,WBGene00036993,698,645,679,650,0.03981546196492031,-0.011140557605200349
12624,WBGene00036994,82,114,75,65,0.12873331412220274,0.8105222011362871
12625,WBGene00036995,59,75,93,105,-0.6565157617461902,-0.4854268271702417
12626,WBGene00036996,126,81,33,27,1.9328858041414632,1.584962500721156
12627,WBGene00036997,13257,10496,13945,9790,-0.07299359743751288,0.10045886012702625
12628,WBGene00036999,177,50,137,74,0.3695734671224708,-0.5655971758542251
12629,WBGene00037000,127,20,168,41,-0.4036327360065945,-1.0356239097307214
12630,WBGene00037001,176,61,176,69,0.0,-0.1777871192152827
12631,WBGene00037002,461,383,476,375,-0.04619482287860554,0.03045379654171399
12632,WBGene00037003,5,1,3,2,0.7369655941662062,-1.0
12633,WBGene00037004,431,215,417,230,0.047640485644434544,-0.09729720135491486
12634,WBGene00037005,254,142,270,184,-0.088130910278665,-0.37381483655233083
12635,WBGene00037006,332,113,300,103,0.14622074085104392,0.13367843523196926
12636,WBGene00037007,228,86,232,102,-0.025090980962830495,-0.24616058726939766
12637,WBGene00037008,4809,1866,4532,2031,0.08558906505518862,-0.12224125344439424
12638,WBGene00037009,20,15,26,5,-0.3785116232537297,1.584962500721156
12640,WBGene00037011,58,13,54,27,0.10309349296410372,-1.0544477840223765
12641,WBGene00037012,238,106,290,114,-0.285091326706991,-0.10496955960154249
12642,WBGene00037013,57,5,46,11,0.30932805810772873,-1.137503523749935
12643,WBGene00037014,32,14,35,13,-0.1292830169449665,0.10691520391651188
12644,WBGene00037015,26,2,17,9,0.6129768768907526,-2.1699250014423126
12645,WBGene00037016,47,37,104,35,-1.1458508664634548,0.08017034868398336
12646,WBGene00037017,79,18,79,34,0.0,-0.9175378398080271
12647,WBGene00037018,87,53,91,40,-0.0648511443499679,0.4059923596758368
12648,WBGene00037019,125,76,140,75,-0.16349873228287934,0.01910882294770474
12649,WBGene00037020,27,13,100,38,-1.8889686876112561,-1.5474877953024933
12650,WBGene00037021,195,321,246,267,-0.33518419158962914,0.26573355543474925
12651,WBGene00037022,475,499,375,433,0.3410369178350669,0.20467279061053573
12652,WBGene00037023,728,664,681,548,0.09628365218662523,0.2770073483863981
12653,WBGene00037024,24,14,21,6,0.19264507794239583,1.222392421336448
12654,WBGene00037025,8,11,8,10,0.0,0.13750352374993502
12655,WBGene00037026,1,2,24,7,-4.584962500721156,-1.8073549220576042
12656,WBGene00037027,732,311,728,355,0.007905198085346163,-0.1909044442614418
12657,WBGene00037028,1,5,4,2,-2.0,1.3219280948873624
12658,WBGene00037029,438,259,393,231,0.15640155734256705,0.1650592462704962
12659,WBGene00037030,34,21,33,26,0.04306872189188593,-0.3081222953623318
12660,WBGene00037031,418,167,364,201,0.1995644918821864,-0.2673473987048764
12661,WBGene00037032,368,228,313,189,0.23354310912439447,0.27064758994366894
12662,WBGene00037034,149,63,154,81,-0.04761802023273973,-0.36257007938470825
12663,WBGene00037035,81,75,78,84,0.0544477840223765,-0.16349873228287934
12664,WBGene00037036,45,16,18,31,1.3219280948873624,-0.9541963103868752
12665,WBGene00037037,103,78,108,74,-0.06838697498025013,0.07594885323329842
12667,WBGene00037039,3164,1896,3934,1709,-0.3142473578057385,0.14980656722211982
12668,WBGene00037040,2573,2990,114,53,4.496345727569058,5.818009314522268
12669,WBGene00037041,13,1,19,2,-0.5474877953024933,-1.0
12670,WBGene00037042,227,68,203,72,0.16121257010573886,-0.08246216019197299
12671,WBGene00037043,5,3,4,1,0.32192809488736235,1.584962500721156
12672,WBGene00037044,14,8,16,2,-0.19264507794239588,2.0
12673,WBGene00037046,5,1,2,1,1.3219280948873624,0.0
12676,WBGene00037049,346,311,406,215,-0.23070768954845167,0.5325779205411423
12677,WBGene00037050,61,38,78,29,-0.3546648812993621,0.38994651831601335
12678,WBGene00037051,57,27,49,9,0.2181801700495334,1.584962500721156
12679,WBGene00037052,43,25,41,13,0.0687127500840143,0.9434164716336326
12680,WBGene00037053,109,65,85,53,0.3587933886392247,0.29444735846525527
12681,WBGene00037054,14,16,11,8,0.3479233034203068,1.0
12682,WBGene00037055,26,21,37,22,-0.5090136474878575,-0.06711419585853691
12684,WBGene00037057,2,1,10,7,-2.321928094887362,-2.807354922057604
12686,WBGene00037060,29,20,37,26,-0.3514723705013777,-0.3785116232537297
12687,WBGene00037061,46,19,94,24,-1.0310268956206246,-0.33703498727757075
12689,WBGene00037063,1,1,16,6,-4.0,-2.584962500721156
12690,WBGene00037064,48,27,57,26,-0.24792751344358557,0.0544477840223765
12693,WBGene00037067,7,1,2,1,1.8073549220576042,0.0
12695,WBGene00037069,32,9,27,9,0.24511249783653138,0.0
12696,WBGene00037070,16,1,6,1,1.4150374992788437,0.0
12697,WBGene00037071,884,710,1200,877,-0.44091613110444927,-0.3047578180526887
12698,WBGene00037072,14,4,22,3,-0.6520766965796931,0.41503749927884376
12699,WBGene00037073,4,2,3,1,0.41503749927884376,1.0
12701,WBGene00037075,2,1,4,1,-1.0,0.0
12703,WBGene00037077,11,4,10,3,0.13750352374993502,0.41503749927884376
12704,WBGene00037078,1001,1000,1083,1006,-0.11359126877233373,-0.008630305143439997
12705,WBGene00037079,43,791,29,21,0.5682837595745259,5.235216461694032
12706,WBGene00037080,2,4,9,2,-2.1699250014423126,1.0
12708,WBGene00037082,271,114,194,138,0.4822361991667438,-0.27563444261342734
12711,WBGene00037085,5,5,2,1,1.3219280948873624,2.321928094887362
12720,WBGene00037094,2847,2532,2874,2761,-0.013617568715070905,-0.12491348315972799
12721,WBGene00037095,472,367,506,377,-0.10035052533246878,-0.03878446042545156
12722,WBGene00037097,2,1,1,2,1.0,-1.0
12723,WBGene00037098,1,1,1,1,0.0,0.0
12725,WBGene00037100,5,2,2,5,1.3219280948873624,-1.3219280948873622
12728,WBGene00037103,248,155,252,163,-0.023083613113041343,-0.07260374895684008
12729,WBGene00037104,42,19,2,2,4.392317422778761,3.2479275134435857
12731,WBGene00037106,236,55,266,57,-0.17263938613934843,-0.051530300640082065
12732,WBGene00037107,5,1,3,2,0.7369655941662062,-1.0
12734,WBGene00037109,468,300,2,2,7.870364719583405,7.22881869049588
12735,WBGene00037110,38,27,49,17,-0.36678233067162275,0.667424660913129
12736,WBGene00037111,39,28,116,20,-1.5725787762653238,0.48542682717024166
12737,WBGene00037112,25,25,39,8,-0.6415460290875236,1.6438561897747246
12738,WBGene00037113,41,30,67,15,-0.7085371858396887,1.0
12739,WBGene00037114,69,107,170,29,-1.3008664793595326,1.8834859912735749
12740,WBGene00037115,65,29,45,28,0.5305147166987798,0.05062607306996814
12741,WBGene00037116,91,1133,90,1021,0.0159415438690215,0.15016499494271426
12742,WBGene00037117,3,4,4,2,-0.4150374992788438,1.0
12743,WBGene00037118,385,308,419,283,-0.12209179811708791,0.12212829786301899
12744,WBGene00037119,45,13,59,17,-0.3907899530321666,-0.38702312310924736
12745,WBGene00037120,44,20,32,22,0.45943161863729726,-0.13750352374993496
12748,WBGene00037123,50,21,43,7,0.21759143507262685,1.584962500721156
12750,WBGene00037126,25,7,20,15,0.32192809488736235,-1.0995356735509143
12752,WBGene00037128,7,1,5,5,0.48542682717024166,-2.321928094887362
12753,WBGene00037129,8,4,18,16,-1.1699250014423124,-2.0
12754,WBGene00037130,4,1,1,1,2.0,0.0
12755,WBGene00037131,1,1,3,3,-1.5849625007211563,-1.5849625007211563
12758,WBGene00037134,27,27,7,10,1.9475325801058645,1.4329594072761063
12759,WBGene00037135,70,66,143,89,-1.030588319833423,-0.43133931160794425
12760,WBGene00037136,103,65,96,54,0.1015380264620623,0.26748031086498597
12761,WBGene00037137,22,11,16,18,0.45943161863729726,-0.710493382805015
12762,WBGene00037138,1,1,2,2,-1.0,-1.0
12766,WBGene00037142,26,25,19,16,0.4525122046975067,0.6438561897747247
12767,WBGene00037143,167,52,215,70,-0.36448855711540806,-0.42884329880387423
12768,WBGene00037144,2,2,3,1,-0.5849625007211563,1.0
12769,WBGene00037145,410,500,308,463,0.41269355881054476,0.11091590140185055
12770,WBGene00037146,113,51,81,66,0.480328959530563,-0.3719687773869579
12771,WBGene00037147,212,148,272,147,-0.3595423866871402,0.009781020792585396
12772,WBGene00037148,21,5,4,1,2.3923174227787602,2.321928094887362
12773,WBGene00037149,341,219,367,207,-0.10600832381904038,0.08130010210184822
12774,WBGene00037150,1,1,1,1,0.0,0.0
12775,WBGene00037151,5,4,12,9,-1.2630344058337937,-1.1699250014423124
12776,WBGene00037152,4,4,964,24,-7.912889336229962,-2.584962500721156
12777,WBGene00037153,3218,2028,3320,2004,-0.045018915510840835,0.01717514380813223
12778,WBGene00037154,1310,630,1030,499,0.346922474354232,0.3363120130500182
12779,WBGene00037155,2,9,9,9,-2.1699250014423126,0.0
12780,WBGene00037156,61,23,45,8,0.4388842412332116,1.5235619560570128
12781,WBGene00037157,10,1,5,5,1.0,-2.321928094887362
12785,WBGene00037161,138,167,103,75,0.4220239295949508,1.1548856019781713
12786,WBGene00037162,42,31,29,15,0.5343364276511882,1.0473057147783569
12789,WBGene00037165,98,357,35,246,1.4854268271702418,0.5372657586898598
12790,WBGene00037166,65,85,47,38,0.46777896135081726,1.1614634226941163
12791,WBGene00037171,147,33,175,52,-0.25153876699596445,-0.6560455987826388
12792,WBGene00037172,14,13,16,23,-0.19264507794239588,-0.8231222379159209
12793,WBGene00037173,8,3,9,2,-0.16992500144231246,0.5849625007211562
12794,WBGene00037175,6,1,10,1,-0.7369655941662062,0.0
12795,WBGene00037176,15,5,4,2,1.9068905956085185,1.3219280948873624
12796,WBGene00037177,13,7,1,1,3.700439718141092,2.807354922057604
12797,WBGene00037178,398,262,493,385,-0.30881921583426275,-0.5552916340448134
12798,WBGene00037179,3,1,4,1,-0.4150374992788438,0.0
12799,WBGene00037180,2,3,1,1,1.0,1.584962500721156
12800,WBGene00037181,10,3,34,1,-1.765534746362977,1.584962500721156
12801,WBGene00037182,5,2,4,1,0.32192809488736235,1.0
12803,WBGene00037185,29,4,14,20,1.0506260730699681,-2.321928094887362
12805,WBGene00037187,391,490,139,119,1.4920837245838448,2.041820175694627
12806,WBGene00037188,1,1,2,2,-1.0,-1.0
12807,WBGene00037190,1,2,53,54,-5.7279204545632,-4.754887502163468
12808,WBGene00037191,316,299,375,266,-0.2469660372061403,0.16871923869691532
12809,WBGene00037192,64,51,97,67,-0.5999128421871277,-0.3936638484862769
12810,WBGene00037193,252,83,94,32,1.4226910718222792,1.3750394313469247
12811,WBGene00037194,46,10,61,14,-0.4071753815058735,-0.4854268271702417
12812,WBGene00037195,8,5,11,7,-0.4594316186372972,-0.4854268271702417
12814,WBGene00037198,544,533,505,474,0.10732326361118241,0.16924847386091665
12815,WBGene00037199,1,1,1,1,0.0,0.0
12816,WBGene00037200,145,23,110,24,0.3985493764902748,-0.061400544664143256
12819,WBGene00037203,834,498,701,383,0.25063293943404036,0.37880135014312394
12820,WBGene00037204,165,109,43,34,1.9400574595437179,1.6807214835265871
12821,WBGene00037205,221,8,165,6,0.42158034514561576,0.41503749927884376
12823,WBGene00037207,247,60,155,18,0.6722428263104401,1.7369655941662063
12824,WBGene00037208,391,105,311,71,0.33025402717674984,0.5644983981614407
12825,WBGene00037209,26,1,24,7,0.11547721741993588,-2.807354922057604
12826,WBGene00037210,2,4,1,2,1.0,1.0
12827,WBGene00037211,7,2,2,3,1.8073549220576042,-0.5849625007211563
12828,WBGene00037212,2,4,5,1,-1.3219280948873622,2.0
12829,WBGene00037213,839,852,838,703,0.001720566740471602,0.2773287411533029
12830,WBGene00037214,12507,14956,11638,13872,0.10389262677822204,0.1085485726363338
12831,WBGene00037215,27,9,1,3,4.754887502163468,1.584962500721156
12832,WBGene00037216,4,5,6,1,-0.5849625007211563,2.321928094887362
12833,WBGene00037217,13,9,45,37,-1.7914133781885826,-2.0395283641866375
12834,WBGene00037218,745,1032,431,506,0.7895525562604258,1.028233680728944
12837,WBGene00037221,72,65,1,1,6.169925001442312,6.022367813028454
12841,WBGene00037225,268,89,111,48,1.2716733241076665,0.8907709302452417
12842,WBGene00037226,10,18,1,14,3.321928094887362,0.36257007938470837
12843,WBGene00037227,68,25,57,31,0.25457282708559764,-0.3103401206121506
12844,WBGene00037228,485,558,528,522,-0.12255318228396338,0.09621531525930298
12845,WBGene00037229,302,267,291,225,0.05352939641679517,0.24691474047051698
12846,WBGene00037230,2,1,1,1,1.0,0.0
12847,WBGene00037231,4,1,6,4,-0.5849625007211563,-2.0
12849,WBGene00037233,89,91,123,110,-0.466781074372842,-0.27356507332596336
12851,WBGene00037235,560,510,560,617,0.0,-0.2747732422905599
12852,WBGene00037236,674,607,424,329,0.6686843266186592,0.8836089325204406
12853,WBGene00037237,738,786,636,644,0.2145940507760408,0.2874686241439895
12854,WBGene00037238,920,658,694,733,0.40669819836611426,-0.15572561439857036
12855,WBGene00037239,402,271,280,265,0.5217686742339621,0.032300491903310025
12856,WBGene00037240,1,1,176,188,-7.459431618637297,-7.554588851677638
12857,WBGene00037241,3,2,1,1,1.584962500721156,1.0
12858,WBGene00037242,113,118,130,114,-0.20218885061326677,0.04975303519709973
12859,WBGene00037243,262,311,265,335,-0.016425547913111245,-0.10724651521453218
12860,WBGene00037244,1514,1651,1354,1332,0.16113746641073495,0.30974603784199584
12862,WBGene00037246,38,42,15,6,1.341036917835067,2.807354922057604
12863,WBGene00037247,96,74,21,25,2.192645077942396,1.565597175854225
12864,WBGene00037248,321,402,255,214,0.33207605026344517,0.9095847047777817
12867,WBGene00037251,1,1,5,6,-2.321928094887362,-2.584962500721156
12868,WBGene00037252,42,532,14,11,1.584962500721156,5.5958508168638925
12869,WBGene00037253,317,6,2,1,7.3083390301394076,2.584962500721156
12870,WBGene00037254,443,454,438,386,0.016375828953844856,0.23409145002283452
12873,WBGene00037257,719,248,603,183,0.253833768539213,0.4384964721028327
12874,WBGene00037258,42,28,33,20,0.3479233034203068,0.48542682717024166
12875,WBGene00037259,65,33,54,37,0.26748031086498597,-0.16505924627049634
12876,WBGene00037260,13,21,45,22,-1.7914133781885826,-0.06711419585853691
12877,WBGene00037261,497,458,1708,517,-1.7809902180582042,-0.17481668221799068
12878,WBGene00037262,879,774,961,744,-0.1286732656303463,0.057030945036378865
12879,WBGene00037263,1,1,759,13,-9.567956075415466,-3.700439718141092
12880,WBGene00037264,1139,782,852,718,0.41884241148227364,0.12318476348430092
12881,WBGene00037265,1,2,6,24,-2.584962500721156,-3.584962500721156
12882,WBGene00037266,60,53,44,32,0.44745897697122117,0.7279204545631992
12883,WBGene00037267,19,1,826,800,-5.44207045797586,-9.643856189774725
12885,WBGene00037269,16,2,22,1,-0.4594316186372972,1.0
12886,WBGene00037270,6,4,3,2,1.0,1.0
12887,WBGene00037272,154,98,173,111,-0.16784168694182328,-0.1797060222348978
12888,WBGene00037273,764,777,760,777,0.00757321970480087,0.0
12889,WBGene00037274,162,135,114,141,0.506959988719883,-0.0627357553479626
12890,WBGene00037275,1,1,2,1,-1.0,0.0
12891,WBGene00037276,7,11,480,152,-6.099535673550914,-3.7884958948062883
12892,WBGene00037277,15,1,5,1,1.584962500721156,0.0
12893,WBGene00037278,803,872,396,429,1.0198995574377048,1.0233504872773809
